theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,ANGLE-ACC-ARM
0.64088,0.759066,0.360846,0.412948,0.406838,0.064508,0.96717,0.741543,0.533516,0.937878,0.702454,0.37166,0.185593,0.820576,0.724896,0.931955,0.048664,0.485318,0.68469,0.68848,0.465405,0.357403,0.689322,0.106214,0.737979,0.131305,0.878595,0.720813,0.70479,0.385279,0.950131,0.873473,0.120306
0.087183,0.316119,0.003144,0.652541,0.63309,0.615329,0.07453,0.4199,0.397448,0.012023,0.065977,0.600377,0.916814,0.493247,0.778486,0.403889,0.058085,0.799049,0.895486,0.002242,0.32728,0.965579,0.098154,0.988155,0.516039,0.218306,0.973402,0.551776,0.777756,0.500076,0.968332,0.764783,0.541413
0.57551,0.385077,0.784744,0.516478,0.740386,0.437683,0.84575,0.481601,0.692848,0.694367,0.125331,0.841628,0.275308,0.414065,0.801066,0.814541,0.720668,0.411032,0.315685,0.521194,0.241684,0.39261,0.274955,0.798428,0.071881,0.681939,0.566549,0.083268,0.837972,0.374558,0.790922,0.180308,0.359219
0.865533,0.475336,0.511912,0.901537,0.856878,0.776174,0.063336,0.329566,0.204078,0.420405,0.897247,0.188012,0.877295,0.406617,0.713093,0.605027,0.506215,0.555933,0.361146,0.245342,0.597915,0.371206,0.619047,0.666928,0.853647,0.05942,0.831712,0.051071,0.726585,0.629753,0.038507,0.963706,0.486099
0.240714,0.013624,0.811345,0.517422,0.600327,0.134451,0.919088,0.80116,0.844184,0.106118,0.099189,0.613048,0.8559,0.874121,0.090892,0.704206,0.375214,0.101534,0.249841,0.368964,0.045522,0.61305,0.422981,0.255695,0.049399,0.848098,0.953908,0.031102,0.118121,0.00369,0.802745,0.879582,0.265099
0.817842,0.152555,0.440728,0.72859,0.293803,0.813895,0.739113,0.61714,0.135646,0.778864,0.887615,0.354942,0.227764,0.469102,0.225177,0.094582,0.654322,0.46314,0.982002,0.433411,0.062907,0.792115,0.314064,0.731479,0.310465,0.326154,0.431595,0.7522,0.201683,0.176115,0.197431,0.877762,0.631595
0.322449,0.345825,0.185649,0.429561,0.499566,0.119344,0.139839,0.831418,0.036308,0.920518,0.014378,0.660585,0.744506,0.983257,0.185721,0.113631,0.800756,0.27251,0.475341,0.68522,0.674113,0.981113,0.124269,0.661161,0.961816,0.9601,0.200564,0.236792,0.027497,0.147143,0.362891,0.60954,0.870015
0.916436,0.78369,0.144149,0.070897,0.833985,0.127236,0.710896,0.476834,0.634067,0.174168,0.511203,0.069421,0.874941,0.853125,0.438617,0.555526,0.559342,0.35431,0.120706,0.942055,0.737827,0.793579,0.910795,0.298831,0.737266,0.156093,0.461888,0.705664,0.092673,0.374873,0.090537,0.388328,0.441031
0.487079,0.529692,0.912056,0.84242,0.667275,0.00397,0.995552,0.645905,0.261199,0.052733,0.094588,0.316036,0.390448,0.265579,0.777463,0.206471,0.131638,0.843434,0.772348,0.323345,0.41794,0.631265,0.493202,0.80338,0.256657,0.025279,0.058407,0.891131,0.128274,0.614023,0.713891,0.584849,0.657464
0.445934,0.19684,0.609398,0.033283,0.899742,0.998148,0.963542,0.773028,0.353901,0.426279,0.587764,0.406507,0.813033,0.532703,0.502786,0.791098,0.728288,0.460872,0.86982,0.814237,0.780595,0.575439,0.435969,0.430021,0.766555,0.383508,0.289669,0.279278,0.06689,0.113713,0.603766,0.794483,0.580327
0.640028,0.445265,0.190088,0.016159,0.218059,0.138067,0.664759,0.231017,0.027379,0.910382,0.714064,0.436617,0.830408,0.496317,0.342426,0.252605,0.479026,0.651858,0.371716,0.820428,0.828271,0.831502,0.147333,0.067381,0.337073,0.505117,0.987234,0.936571,0.813715,0.753613,0.356444,0.271942,0.564398
0.355478,0.325625,0.732725,0.391328,0.171568,0.993008,0.612104,0.4511,0.414889,0.023058,0.476438,0.966591,0.356,0.39076,0.369451,0.344022,0.89206,0.613729,0.622466,0.33932,0.871499,0.348349,0.546696,0.362328,0.509904,0.108995,0.966653,0.162761,0.832427,0.188472,0.834209,0.669839,0.500244
0.168056,0.172534,0.163883,0.671553,0.037634,0.588528,0.851875,0.39866,0.657654,0.439008,0.458139,0.520864,0.647704,0.281254,0.055488,0.798926,0.298109,0.371114,0.501612,0.046917,0.085432,0.352672,0.183469,0.071621,0.574703,0.126436,0.064476,0.851769,0.597014,0.32104,0.496657,0.714596,0.592635
0.629347,0.989965,0.42773,0.310158,0.491585,0.015317,0.609265,0.752137,0.477502,0.911854,0.442297,0.33663,0.496047,0.791731,0.230003,0.201073,0.401121,0.473088,0.164249,0.449482,0.128318,0.111194,0.550584,0.661197,0.57456,0.7112,0.319308,0.248871,0.038352,0.556715,0.721135,0.32232,0.771729
0.067684,0.671702,0.284335,0.724476,0.163642,0.819674,0.818314,0.468011,0.446898,0.760003,0.968734,0.282456,0.057392,0.48659,0.962432,0.265519,0.526228,0.875206,0.69607,0.868242,0.332096,0.905791,0.456418,0.918609,0.135218,0.127174,0.469671,0.455171,0.211995,0.45697,0.616513,0.031078,0.565531
0.892368,0.383932,0.531828,0.557662,0.64776,0.112992,0.441628,0.88351,0.937064,0.490816,0.967248,0.31757,0.164665,0.138604,0.049455,0.422634,0.098379,0.935494,0.831079,0.983174,0.740843,0.488334,0.778074,0.926073,0.53048,0.904928,0.015695,0.290413,0.206596,0.72737,0.373048,0.318083,0.544637
0.452818,0.860209,0.989127,0.940159,0.716993,0.391472,0.55103,0.207549,0.869578,0.726738,0.035801,0.602542,0.293593,0.685742,0.00421,0.171912,0.31717,0.688537,0.754099,0.738828,0.549356,0.264139,0.536052,0.571778,0.304139,0.007725,0.064677,0.223684,0.732295,0.584922,0.695456,0.749492,0.648335
0.822893,0.028202,0.786395,0.261521,0.379965,0.531363,0.548615,0.62354,0.619881,0.857684,0.250171,0.340471,0.040277,0.876734,0.990483,0.598558,0.791127,0.451509,0.525666,0.135396,0.966173,0.464881,0.688783,0.063891,0.712917,0.943904,0.027262,0.634325,0.143337,0.729377,0.095349,0.260354,0.369312
0.762541,0.972238,0.54223,0.350796,0.218108,0.973496,0.826025,0.02952,0.786227,0.445118,0.126339,0.767883,0.943662,0.667853,0.531617,0.239758,0.570023,0.837555,0.974166,0.802654,0.130975,0.772725,0.490109,0.833717,0.935955,0.336175,0.828175,0.621516,0.874657,0.837678,0.968542,0.28204,0.4765
0.083774,0.034985,0.773399,0.877959,0.738673,0.663474,0.855394,0.532528,0.038642,0.127886,0.846542,0.26423,0.761453,0.758733,0.985593,0.445462,0.758957,0.853086,0.978417,0.222214,0.926694,0.963326,0.231281,0.184433,0.837256,0.593043,0.627124,0.803838,0.047426,0.031185,0.824253,0.350592,0.488808
0.62008,0.272426,0.773702,0.972525,0.472564,0.414203,0.406771,0.168868,0.207299,0.538654,0.760771,0.183824,0.493866,0.134669,0.956486,0.35172,0.266809,0.383589,0.140703,0.886968,0.014788,0.0805,0.785054,0.174587,0.413706,0.404834,0.680768,0.064188,0.173645,0.025033,0.449229,0.636165,0.625616
0.510374,0.943127,0.346327,0.422142,0.854999,0.2102,0.410922,0.919834,0.018069,0.4929,0.977975,0.536739,0.436781,0.857357,0.525189,0.234485,0.943044,0.404671,0.430963,0.15925,0.822854,0.789116,0.917378,0.877022,0.465995,0.170434,0.476226,0.595264,0.66465,0.864821,0.073238,0.659782,0.458729
0.139428,0.158132,0.155866,0.955252,0.28049,0.125797,0.54404,0.755614,0.872316,0.732807,0.008884,0.347798,0.168714,0.18056,0.766706,0.468242,0.615829,0.602108,0.326531,0.72452,0.105339,0.927914,0.190626,0.292874,0.66835,0.949355,0.628515,0.163556,0.197537,0.505486,0.888215,0.296881,0.526923
0.956448,0.080087,0.664765,0.408934,0.960837,0.530236,0.621034,0.50664,0.239916,0.491186,0.18527,0.904894,0.505758,0.969795,0.069833,0.845998,0.410295,0.640085,0.524979,0.595043,0.262953,0.859098,0.843593,0.470294,0.349899,0.069764,0.664915,0.72262,0.060148,0.823522,0.086834,0.154333,0.65093
0.960363,0.849078,0.941327,0.711699,0.509729,0.878932,0.267428,0.750988,0.172631,0.120348,0.197541,0.079003,0.910829,0.931965,0.6625,0.48224,0.866245,0.804601,0.201871,0.482485,0.738588,0.575448,0.584677,0.332579,0.71162,0.149493,0.539599,0.314228,0.44422,0.754809,0.442504,0.612433,0.522367
0.346113,0.960471,0.79735,0.352828,0.367331,0.249497,0.552959,0.624407,0.178564,0.791917,0.205479,0.451339,0.236661,0.980861,0.938025,0.147402,0.381993,0.021349,0.745877,0.611518,0.124839,0.645803,0.786583,0.843955,0.94512,0.363883,0.473677,0.770355,0.330094,0.99246,0.882659,0.932784,0.730877
0.926872,0.134151,0.178207,0.364115,0.987486,0.292726,0.738583,0.713655,0.144036,0.718133,0.444639,0.698837,0.593883,0.867386,0.963174,0.727943,0.301603,0.077166,0.737458,0.171853,0.619966,0.964968,0.834915,0.701912,0.58441,0.262302,0.36269,0.095625,0.527115,0.733125,0.075746,0.807222,0.703592
0.320684,0.692068,0.504871,0.576824,0.578436,0.302034,0.103283,0.568096,0.421117,0.651994,0.150033,0.862072,0.848579,0.863445,0.772809,0.009987,0.896829,0.75998,0.340259,0.354262,0.97617,0.488253,0.414663,0.542441,0.439849,0.766287,0.085541,0.760395,0.928428,0.392057,0.845807,0.574979,0.880034
0.6433,0.423572,0.662049,0.770364,0.108208,0.387502,0.865839,0.039773,0.984201,0.375028,0.438813,0.806001,0.548296,0.80451,0.879696,0.033763,0.501261,0.301059,0.228334,0.063219,0.036779,0.683,0.819187,0.506397,0.894754,0.907754,0.498188,0.578802,0.005737,0.483599,0.088328,0.256875,0.442017
0.088632,0.661625,0.94321,0.350146,0.305122,0.997098,0.320699,0.872646,0.477921,0.945429,0.584085,0.595314,0.82831,0.240413,0.069678,0.24471,0.801087,0.832355,0.604716,0.149985,0.141312,0.498794,0.540881,0.686084,0.668016,0.333786,0.68709,0.277621,0.224085,0.619458,0.044472,0.220151,0.670322
0.976821,0.384836,0.732248,0.381262,0.059969,0.85823,0.50291,0.633984,0.037339,0.22271,0.125685,0.794799,0.283087,0.135849,0.775808,0.410272,0.339455,0.180594,0.835986,0.408058,0.00113,0.548898,0.454969,0.57465,0.555215,0.595397,0.196674,0.88919,0.509444,0.789878,0.739941,0.391863,0.449673
0.757575,0.527383,0.118816,0.383144,0.677068,0.556934,0.1054,0.143341,0.459379,0.448903,0.731244,0.08362,0.506939,0.82384,0.550889,0.073063,0.989937,0.419872,0.88195,0.600617,0.92721,0.643084,0.083599,0.51154,0.307385,0.564925,0.093566,0.588399,0.282846,0.030781,0.045765,0.946603,0.726735
0.001704,0.05683,0.854786,0.485751,0.50632,0.598568,0.506746,0.09245,0.729937,0.773042,0.063701,0.366486,0.227187,0.770299,0.258934,0.331345,0.846707,0.476066,0.211866,0.404827,0.706391,0.455885,0.514332,0.728405,0.663656,0.07069,0.217531,0.298261,0.113373,0.207766,0.0585,0.980917,0.692655
0.771317,0.433381,0.484382,0.277778,0.498684,0.293147,0.822592,0.353118,0.768053,0.132984,0.513002,0.292553,0.746006,0.192245,0.028921,0.394538,0.906108,0.689922,0.034393,0.910359,0.098139,0.916754,0.672924,0.668959,0.960219,0.112526,0.287527,0.295589,0.201479,0.743711,0.959732,0.228222,0.55473
0.71672,0.060601,0.225241,0.717167,0.380812,0.777197,0.261286,0.54305,0.763072,0.438453,0.140273,0.891843,0.175236,0.780506,0.693463,0.750051,0.859901,0.193777,0.372623,0.072728,0.852081,0.996882,0.080943,0.900047,0.290468,0.264271,0.453912,0.699188,0.259792,0.626799,0.394901,0.594073,0.366977
0.477866,0.740266,0.430337,0.116077,0.877159,0.548733,0.345764,0.048682,0.623014,0.496001,0.08024,0.237559,0.548695,0.508243,0.649747,0.196258,0.489912,0.594085,0.50724,0.587687,0.65484,0.077478,0.994784,0.09927,0.09011,0.034814,0.311128,0.799618,0.127065,0.294125,0.208376,0.81886,0.472097
0.138518,0.868155,0.514599,0.038707,0.029086,0.954092,0.864312,0.382266,0.313863,0.799412,0.147074,0.145064,0.101584,0.098562,0.478898,0.396473,0.417291,0.211765,0.657408,0.370558,0.832244,0.609042,0.066235,0.829101,0.384297,0.157306,0.84526,0.667236,0.261988,0.53799,0.066669,0.261876,0.426711
0.874936,0.467676,0.781087,0.060523,0.544253,0.961541,0.008301,0.559366,0.797129,0.597023,0.501582,0.423698,0.713984,0.084078,0.200316,0.361683,0.714534,0.321458,0.047123,0.768847,0.01197,0.720108,0.355952,0.3499,0.712151,0.080493,0.965931,0.038404,0.831782,0.358335,0.185255,0.246623,0.641886
0.794137,0.86249,0.303403,0.153204,0.618854,0.420774,0.798499,0.509262,0.281371,0.928051,0.593466,0.213311,0.039514,0.063877,0.897474,0.771335,0.585032,0.05904,0.134497,0.617413,0.188644,0.980704,0.250605,0.784178,0.675028,0.180815,0.924323,0.981608,0.729138,0.522548,0.59488,0.467474,0.399386
0.806149,0.691016,0.825492,0.237862,0.891108,0.917626,0.290234,0.962738,0.609042,0.768938,0.09968,0.867243,0.762603,0.093946,0.956528,0.064335,0.308576,0.270582,0.069785,0.47495,0.124543,0.681115,0.132614,0.829789,0.940684,0.803033,0.619088,0.782837,0.102585,0.920922,0.770649,0.472052,0.456173
0.435116,0.434478,0.927093,0.524115,0.038965,0.945792,0.432753,0.764085,0.13569,0.509039,0.152235,0.865177,0.036943,0.849195,0.431064,0.639555,0.805613,0.893637,0.437113,0.478259,0.726941,0.844711,0.099287,0.022511,0.516716,0.590608,0.718663,0.732909,0.983637,0.122437,0.212131,0.932443,0.58303
0.811651,0.134047,0.426054,0.157872,0.045269,0.866872,0.678389,0.254868,0.607376,0.769875,0.848247,0.91454,0.61477,0.852332,0.117428,0.585546,0.096876,0.679157,0.128488,0.671196,0.990425,0.057268,0.404765,0.279807,0.137675,0.418131,0.134492,0.173187,0.059429,0.740171,0.475756,0.451893,0.539957
0.221962,0.922937,0.072205,0.12687,0.198206,0.577532,0.138674,0.260078,0.118726,0.516304,0.231256,0.530477,0.206803,0.239609,0.562489,0.990767,0.488025,0.870527,0.079688,0.840207,0.202483,0.571044,0.573662,0.322927,0.55403,0.68034,0.694232,0.274653,0.33857,0.417048,0.785862,0.143756,0.446545
0.602176,0.436634,0.145747,0.9164,0.548713,0.898432,0.859238,0.115496,0.787482,0.535987,0.945758,0.236724,0.499705,0.260733,0.381103,0.141494,0.079024,0.681025,0.516436,0.075071,0.224747,0.749898,0.934984,0.600052,0.323728,0.22695,0.23888,0.987472,0.277274,0.410948,0.291776,0.45432,0.82642
0.26535,0.950788,0.082225,0.499339,0.79977,0.230219,0.699178,0.575508,0.91056,0.220593,0.557444,0.982107,0.109359,0.761443,0.503386,0.880566,0.377819,0.884902,0.649745,0.624297,0.862122,0.754051,0.711118,0.222375,0.264335,0.072204,0.658269,0.057761,0.152629,0.875677,0.494101,0.747871,0.474176
0.845834,0.498247,0.503639,0.87074,0.446922,0.568049,0.825362,0.886595,0.75887,0.852063,0.805423,0.399,0.657837,0.56735,0.435399,0.486684,0.56768,0.472491,0.12776,0.442268,0.908004,0.851376,0.107212,0.152118,0.935104,0.029145,0.042733,0.55667,0.042196,0.156429,0.408987,0.324358,0.482552
0.44271,0.031481,0.888398,0.293534,0.209124,0.010672,0.585822,0.817771,0.827881,0.234186,0.956997,0.08243,0.509533,0.411886,0.2127,0.44419,0.372994,0.796239,0.677544,0.63888,0.943172,0.914551,0.653662,0.117786,0.160633,0.258982,0.559263,0.674005,0.014762,0.148874,0.44724,0.20598,0.533355
0.696025,0.341581,0.869139,0.671257,0.074928,0.213807,0.005675,0.43273,0.886974,0.981185,0.372881,0.046129,0.438137,0.646782,0.621279,0.838566,0.510236,0.126653,0.371851,0.094929,0.918718,0.917521,0.552704,0.275209,0.883346,0.175987,0.797557,0.209567,0.479388,0.729394,0.375492,0.392509,0.644719
0.102783,0.433377,0.411708,0.080875,0.458862,0.18527,0.611514,0.536158,0.005513,0.553066,0.925305,0.603733,0.31265,0.931112,0.346722,0.427065,0.568245,0.953361,0.083533,0.440338,0.46725,0.353299,0.733172,0.671098,0.901064,0.940182,0.474185,0.288818,0.399469,0.760068,0.821696,0.37486,0.560556
0.071995,0.109868,0.117735,0.214333,0.595703,0.42471,0.91462,0.722966,0.525449,0.407332,0.225892,0.42202,0.512257,0.187592,0.870368,0.303306,0.595883,0.410272,0.536376,0.0707,0.757275,0.645001,0.299852,0.006324,0.564655,0.245991,0.240712,0.767761,0.71819,0.560216,0.561031,0.591378,0.621871
0.595324,0.321969,0.301992,0.431566,0.188258,0.422386,0.872705,0.414299,0.330754,0.55507,0.600046,0.769378,0.067844,0.116532,0.315352,0.314362,0.414285,0.682914,0.259452,0.820853,0.963169,0.993022,0.228147,0.543041,0.523536,0.209388,0.117196,0.597963,0.023362,0.662795,0.258379,0.168624,0.535406
0.438331,0.44708,0.688165,0.626145,0.172103,0.980162,0.821955,0.643604,0.617165,0.231645,0.25129,0.146125,0.930036,0.681101,0.046256,0.682649,0.061493,0.077979,0.399185,0.297145,0.138085,0.266756,0.512471,0.455609,0.654415,0.768272,0.433969,0.643349,0.807175,0.859975,0.63422,0.609216,0.398224
0.350907,0.508425,0.533722,0.389419,0.111049,0.126513,0.566671,0.027588,0.344283,0.847344,0.52338,0.662127,0.649836,0.113765,0.847183,0.719513,0.618705,0.931013,0.531392,0.328926,0.211788,0.944213,0.068746,0.007772,0.905168,0.922519,0.640416,0.114328,0.858136,0.205099,0.234208,0.950736,0.543034
0.915767,0.535473,0.061947,0.768036,0.984675,0.062086,0.283824,0.248585,0.079777,0.190258,0.860878,0.131126,0.873759,0.993301,0.882889,0.691719,0.49597,0.392279,0.172033,0.217462,0.07141,0.688776,0.866975,0.233041,0.450479,0.408573,0.518831,0.385183,0.951426,0.859309,0.45036,0.636132,0.528623
0.272924,0.209791,0.241875,0.230931,0.457089,0.406333,0.194436,0.242401,0.223691,0.927202,0.322619,0.579686,0.18294,0.240436,0.461331,0.211788,0.490922,0.557071,0.482317,0.897133,0.830529,0.779505,0.419293,0.306207,0.660454,0.25429,0.714331,0.954906,0.96328,0.049722,0.319321,0.368223,0.732606
0.226916,0.165161,0.270685,0.36297,0.753868,0.969486,0.479862,0.33739,0.609741,0.510981,0.794979,0.933482,0.93911,0.164996,0.33553,0.372254,0.372649,0.009228,0.058268,0.996432,0.531813,0.425896,0.603753,0.764284,0.442621,0.344957,0.415636,0.635882,0.316312,0.400422,0.413849,0.03135,0.518904
0.429784,0.846506,0.706142,0.692492,0.828864,0.082607,0.012641,0.488408,0.022615,0.874939,0.176439,0.52623,0.835659,0.742378,0.279571,0.083193,0.236842,0.79386,0.699974,0.46168,0.109842,0.604311,0.573347,0.018513,0.344254,0.1956,0.401814,0.41057,0.625924,0.11653,0.939471,0.722345,0.511481
0.817912,0.328262,0.047188,0.760103,0.716738,0.107953,0.788094,0.659417,0.193439,0.684924,0.454301,0.036996,0.955291,0.083152,0.647718,0.101398,0.217308,0.523623,0.403282,0.132429,0.103828,0.535143,0.310913,0.802797,0.480712,0.516464,0.672653,0.718088,0.908326,0.599582,0.048522,0.272437,0.656466
0.118041,0.805119,0.246829,0.485624,0.380612,0.409064,0.078723,0.882562,0.016884,0.582147,0.557921,0.993978,0.606236,0.440782,0.56075,0.767036,0.334776,0.552568,0.818206,0.713556,0.849082,0.597748,0.289797,0.109075,0.803058,0.854992,0.805641,0.024538,0.801366,0.244066,0.026309,0.975076,0.210868
0.565594,0.779461,0.076595,0.897547,0.815655,0.138057,0.492346,0.111151,0.820495,0.141019,0.515595,0.860574,0.67271,0.500931,0.839203,0.64158,0.845817,0.506245,0.359962,0.369636,0.335742,0.184604,0.082111,0.515011,0.607381,0.304818,0.858599,0.767575,0.603118,0.889843,0.53069,0.665929,0.448948
0.912765,0.09722,0.58184,0.950845,0.246369,0.816937,0.839613,0.350947,0.297763,0.325606,0.027552,0.001429,0.229075,0.499027,0.869063,0.379268,0.263764,0.198759,0.087023,0.077469,0.512769,0.373362,0.853344,0.267574,0.616487,0.342319,0.079914,0.219816,0.726682,0.268064,0.290627,0.136804,0.589009
0.280397,0.768053,0.373258,0.969013,0.470787,0.549353,0.757249,0.373859,0.116099,0.390519,0.738083,0.986317,0.860561,0.204307,0.620536,0.351653,0.153048,0.635604,0.21415,0.762628,0.50755,0.655695,0.006413,0.973647,0.780102,0.062861,0.650616,0.478542,0.988281,0.171728,0.484333,0.590716,0.635987
0.02759,0.998796,0.818504,0.811778,0.862369,0.044145,0.899197,0.560502,0.86671,0.54623,0.050573,0.78622,0.110921,0.001371,0.030118,0.516919,0.713178,0.533798,0.388736,0.754449,0.062106,0.329376,0.746506,0.658001,0.864967,0.303977,0.721911,0.296978,0.554919,0.953614,0.126775,0.409767,0.54075
0.330458,0.921288,0.368878,0.372926,0.014521,0.231537,0.842966,0.699534,0.985894,0.813715,0.458066,0.286743,0.111495,0.65626,0.809611,0.397086,0.718867,0.140777,0.718827,0.193181,0.036134,0.827685,0.012743,0.301113,0.071425,0.028506,0.289573,0.661134,0.708541,0.424171,0.478433,0.438495,0.353604
0.450762,0.317608,0.017969,0.756414,0.742842,0.715985,0.97259,0.807569,0.481855,0.033972,0.86239,0.532314,0.077301,0.047947,0.329829,0.57872,0.365671,0.740084,0.993352,0.122083,0.24878,0.662442,0.372049,0.727068,0.208383,0.742841,0.050344,0.430054,0.076663,0.327479,0.68067,0.269738,0.490004
0.406684,0.698104,0.943191,0.029443,0.385804,0.647324,0.552696,0.193368,0.69078,0.950906,0.606425,0.935263,0.872606,0.612051,0.255705,0.073164,0.692854,0.990342,0.555075,0.200071,0.815929,0.410305,0.616033,0.042824,0.770951,0.261512,0.077605,0.435624,0.69451,0.645573,0.869898,0.470694,0.838547
0.25381,0.055384,0.549265,0.572457,0.196099,0.169758,0.032877,0.509105,0.628402,0.012237,0.656078,0.194538,0.544414,0.5569,0.913715,0.668909,0.141285,0.97151,0.080711,0.025455,0.429216,0.13877,0.917088,0.007424,0.047237,0.518814,0.168686,0.663605,0.236167,0.633397,0.279866,0.286927,0.472323
0.840517,0.157852,0.453714,0.947528,0.513295,0.78846,0.46351,0.572996,0.714114,0.949135,0.859793,0.900877,0.984654,0.51377,0.491252,0.991096,0.01003,0.250705,0.038061,0.531049,0.84774,0.041946,0.937821,0.258911,0.077661,0.816327,0.021804,0.923148,0.219736,0.530239,0.818626,0.769064,0.086192
0.681968,0.140956,0.532211,0.998219,0.145785,0.777795,0.304359,0.304917,0.202855,0.881962,0.173418,0.764341,0.42632,0.066141,0.937567,0.453673,0.764794,0.942666,0.35757,0.180423,0.639859,0.294624,0.790073,0.474159,0.289649,0.496112,0.650932,0.793965,0.113085,0.371626,0.518483,0.516989,0.494373
0.085121,0.668498,0.427452,0.644546,0.318371,0.613546,0.122462,0.83424,0.425836,0.934592,0.489298,0.029191,0.783327,0.343438,0.523949,0.393235,0.995502,0.945185,0.686318,0.046067,0.800743,0.187104,0.082526,0.475047,0.214656,0.162676,0.089837,0.933949,0.759221,0.043238,0.354309,0.393795,0.556481
0.024377,0.015873,0.610933,0.83289,0.562137,0.451467,0.401349,0.061678,0.896617,0.980861,0.935851,0.798635,0.752698,0.640627,0.238342,0.323037,0.203974,0.441943,0.780002,0.899435,0.52041,0.781324,0.998052,0.993153,0.481608,0.560706,0.185732,0.048655,0.124276,0.421664,0.344455,0.786363,0.627594
0.784125,0.634198,0.049564,0.683329,0.890177,0.284801,0.607662,0.80239,0.497089,0.964708,0.517698,0.198047,0.515256,0.584495,0.410963,0.878743,0.736401,0.792877,0.183113,0.34971,0.483185,0.162857,0.6526,0.274096,0.185945,0.637861,0.815128,0.412756,0.361077,0.635095,0.79944,0.3277,0.56561
0.609723,0.254269,0.653447,0.218412,0.128019,0.272592,0.52371,0.136965,0.378648,0.169942,0.488679,0.632684,0.854031,0.477913,0.229983,0.8623,0.393347,0.829946,0.117318,0.021254,0.823083,0.643963,0.854893,0.278227,0.588481,0.673267,0.82358,0.420974,0.48091,0.30941,0.059133,0.608009,0.602643
0.566386,0.090802,0.729068,0.943004,0.516503,0.695781,0.567551,0.805983,0.837594,0.395065,0.123449,0.218512,0.450858,0.416917,0.709648,0.703162,0.830548,0.922757,0.797075,0.729022,0.754913,0.951968,0.389786,0.671147,0.728136,0.722076,0.088887,0.976133,0.708406,0.147803,0.449675,0.11907,0.341108
0.788192,0.968468,0.176909,0.565252,0.155183,0.676898,0.353049,0.47178,0.743427,0.407614,0.971624,0.833744,0.776991,0.860907,0.153537,0.3301,0.910786,0.315874,0.194721,0.36942,0.707951,0.684547,0.813898,0.667521,0.813232,0.839472,0.985424,0.532169,0.264282,0.083476,0.511697,0.478337,0.49392
0.706281,0.663119,0.043662,0.50281,0.115938,0.278749,0.945923,0.709497,0.312349,0.361105,0.506709,0.565473,0.322126,0.157027,0.494314,0.433589,0.208463,0.876623,0.513197,0.665093,0.448604,0.987278,0.713457,0.514279,0.311292,0.233558,0.291847,0.876113,0.734306,0.360428,0.357789,0.878508,0.503309
0.724519,0.11123,0.99801,0.202604,0.553336,0.574057,0.753539,0.021183,0.767448,0.968118,0.813877,0.454361,0.029647,0.252384,0.144806,0.623844,0.761338,0.856336,0.599376,0.441001,0.609289,0.520039,0.516807,0.307214,0.576888,0.842667,0.683269,0.079574,0.765592,0.105328,0.704815,0.050946,0.349342
0.66716,0.32933,0.991283,0.155166,0.574767,0.65684,0.404354,0.552757,0.78456,0.443323,0.968248,0.108863,0.726922,0.489883,0.275896,0.342388,0.434546,0.171548,0.824959,0.156566,0.720533,0.141971,0.696556,0.625763,0.267587,0.720205,0.657027,0.19981,0.503503,0.954379,0.989988,0.709388,0.620873
0.546098,0.193286,0.892861,0.296128,0.793617,0.851777,0.109332,0.206221,0.558329,0.798755,0.09631,0.235129,0.698398,0.157474,0,0.43393,0.936754,0.69912,0.604605,0.2831,0.117327,0.405218,0.138183,0.389151,0.143678,0.311033,0.297385,0.912994,0.580751,0.033782,0.4631,0.746907,0.389984
0.943215,0.726439,0.085615,0.474507,0.612083,0.659872,0.335837,0.254157,0.672049,0.275143,0.130769,0.207596,0.987965,0.151475,0.230924,0.672759,0.850737,0.188313,0.557465,0.354256,0.880224,0.966612,0.449038,0.950639,0.246275,0.545603,0.365694,0.557824,0.4337,0.991961,0.493821,0.049257,0.34809
0.443521,0.657655,0.228169,0.917568,0.186702,0.278431,0.601345,0.658544,0.527599,0.524461,0.284484,0.840499,0.306424,0.303806,0.847593,0.610041,0.775851,0.746783,0.573809,0.924001,0.353415,0.200283,0.537361,0.546099,0.898076,0.739077,0.799852,0.779202,0.008395,0.165125,0.52694,0.646971,0.597509
0.849027,0.143143,0.277115,0.412537,0.490088,0.861569,0.606652,0.845323,0.569986,0.626019,0.705626,0.66994,0.96676,0.802375,0.025694,0.169463,0.157021,0.414611,0.467699,0.310967,0.405042,0.8699,0.372149,0.407346,0.818449,0.517154,0.278904,0.416366,0.022508,0.32407,0.40288,0.680657,0.819427
0.398494,0.09362,0.084303,0.425179,0.886246,0.229387,0.732755,0.788891,0.766855,0.007363,0.7755,0.650505,0.3452,0.914022,0.291748,0.693504,0.497981,0.189286,0.905932,0.483018,0.703223,0.219422,0.144682,0.539773,0.616036,0.759935,0.324717,0.11551,0.71937,0.385464,0.062125,0.901884,0.50072
0.801576,0.84018,0.408573,0.399949,0.010743,0.750655,0.377206,0.388407,0.456713,0.656316,0.771453,0.65436,0.124141,0.159074,0.877772,0.715187,0.913604,0.658971,0.900005,0.927565,0.243763,0.339544,0.592851,0.642666,0.250267,0.637341,0.079815,0.561263,0.238532,0.388208,0.154663,0.103825,0.578837
